name,prefix,alias
CFPE academia Llana,CFPE,Instituto
"La Safor, Coop. Valenciana","CENTRE PRIVAT FP ",Instituto
CFP Valle De Tena,null,Instituto
Ruzafa,"CENTRE PRIVAT FP ",Instituto
CEU San Pablo Valencia (duplicado),"CENTRE PRIVAT FP ",Instituto
Cett,null,Instituto
Cetnes,null,Instituto
Ciutat Vella,"CENTRE PRIVAT FP ",Instituto
Claudio Galeno,"CENTRE PRIVAT FP ",Instituto
Nuestra Señora De Guayente,null,Instituto
Icse,null,Instituto
Icadepro Sl,null,Instituto
Etg,null,Instituto
Estudis Financers,null,Instituto
Cesei,null,Instituto
Cesi Alta Formació,null,Instituto
Hotel Escuela Santa Brígida,null,Instituto
Ces Juan Pablo II,null,Instituto
EUM - Escola Universitària Mediterrani,null,Instituto
San Antolín,null,Instituto
Euroaula,null,Instituto
Europa,"CENTRE PRIVAT FP ",Instituto
Europa Fashion,null,Instituto
E.f.a. La Noria,null,Colegio
Evolució 98,null,Instituto
Everis School Murcia,null,Instituto
"Grupo Dentazul, S.l.",null,Instituto
Cds Formación Profesional Y Deportiva,null,Colegio
Colomer,null,Instituto
F.p.fina Izquierdo S.a.,CENTRE PRIVAT FP FINA IZQUIERDO S.A.,Instituto
García Ibáñez,"CENTRE PRIVAT FP  ",Instituto
Ig Formación,"CENTRE PRIVAT FP ",Instituto
Privado de Formación Profesional Específica Ebora Formación,null,Colegio
Cep Santa Cruz,null,Instituto
Centro Tecnológico De Cereales De Castilla Y León,null,Instituto
Fonteboa,null,Instituto
Federación Empresarial Del Comercio De Burgos,null,Instituto
Francesc Pejoan,null,Instituto
FP Cruz Roja Española,"CENTRE PRIVAT FP ",Instituto
Formaduero,null,Instituto
Formació Del Gremi D'instal·ladors Del Baix Llob.,null,Instituto
Forma't,null,Instituto
Xabec,"CENTRE PRIVAT FP ",Instituto
Fempa,"CENTRE PRIVAT FP ",Instituto
Confortec,null,Instituto
Centro Menesiano Zamora Joven,null,Instituto
García Lorca,null,Colegio
Vitae Terrassa,null,Instituto
Euses Formació,null,Instituto
Etecam,null,Instituto
Estudi Imatge,null,Instituto
Nàutica I Subaquàtica,"CENTRE PRIVAT FP ",Instituto
Parc Estudi,null,Instituto
Espallargas,null,Instituto
Centro F.p. Específica asenor,null,Instituto
Eserp,null,Instituto
Escuela Universitaria De Turismo De Santa Cruz De Tenerife,null,Instituto
Escuela Tecnico Profesional En Ciencias De La Salud Clinica Mompia,null,Instituto
Escuela Técnica,null,Instituto
Centro Estudios Financieros,CENTRE PRIVAT FP C.ESTUDIOS FINANCIEROS,Instituto
Pc Carrier,null,Instituto
Centro Educativo Mediterráneo,"CENTRE PRIVAT FP ",Instituto
Centro De Formación Profesional Tragaluz,null,Instituto
Centro Docente Privado De Formación Profesional De Hostelería Y Turismo Ymca,CIFP,Instituto
Escuela Nexian,null,Instituto
Formació I Perfeccionament De La Imatge,null,Instituto
Ford España,"CENTRE PRIVAT FP ",Instituto
Formación Profesional Jc1,null,Instituto
Centro De Formación Profesional Temat Escuela Técnica,null,Instituto
Formatic Barna,null,Instituto
Escuela Leonesa De Radioterapia,null,Instituto
Perruqueria I Estètica Badalona,null,Instituto
Perruqueria I Estètica,null,Instituto
Fortaleza Del Sol,null,Instituto
Centro De Formación Para El Empleo Santa Brígida Sl,null,Instituto
Centro De Formación Dulcinea,null,Instituto
Centro De Formación Alsa Grupo,null,Instituto
FP  Tobalcaide,"CENTRE PRIVAT FP ",Instituto
FP Sánchez Rosell  CONCERTADO,null,Instituto
Centro De Estudios Superiores Cyl,null,Instituto
Sant Joan De Déu,null,Instituto
Centro De Estudios Master,null,Instituto
Centro De Estudios Juste,"CENTRE PRIVAT FP ",Instituto
Centro De Estudios Sanitarios Del Mediterráneo,CENTRE PRIVAT FP C.ESTUDIOS SANITARIOS DEL MEDITERRÁNEO,Instituto
Centro De Estudios Informaticos,null,Instituto
Escola Joviat Dels Pirineus,null,Instituto
Centro De Estudios Ases,null,Instituto
Santa Ana,"CENTRE PRIVAT FP ",Instituto
Centro De Conductores Villa,null,Instituto
Erroak,null,Instituto
Equipo Formación Y Empleo,null,Instituto
Global Centre D'estudis,null,Colegio
Centre Català Comercial,null,Instituto
Centre D'estudis Catalunya,null,Instituto
Roger De Llúria,null,Instituto
Gonzalo De Berceo,null,Colegio
Hotel Escuela Santa Cruz,null,Instituto
Ceir - Arco Villarroel,null,Instituto
Ceisal,"CENTRE PRIVAT FP ",Instituto
Ceftral-cetm,null,Instituto
Progresa,"CENTRE PRIVAT FP ",Instituto
Cedenpro,"CENTRO PRIVADO FP ",Instituto
Cds Formación Profesional Deportiva,null,Instituto
Cds Formación Profesional Y Deportiva,null,Instituto
Cazcarra,null,Instituto
Eide,null,Instituto
Virgen De La Paz,null,Colegio
Rey Juan Carlos I,null,Colegio
Hemeroscopea,"CENTRE PRIVAT FP ",Instituto
E-form,null,Instituto
Verge De Cortes. València,"CENTRE PRIVAT FP ",Instituto
Nuestra Señora Del Perpetuo Socorro,null,Instituto
Carlos's,null,Instituto
Gureak,null,Instituto
Carlos Tello,null,Instituto
Sartu Oreitiasolo,null,Instituto
Joaquín Costa,null,Colegio
Capitol Centro de Formación,null,Instituto
Deica It Desenvolvemento E Formación,null,Instituto
Campus Fp Alcalá De Henares It & Ciber Seguridad,null,Instituto
Campus Centre D'estudis,"CENTRE PRIVAT FP ",Instituto
Campus Professional U Manresa,null,Instituto
C.f.p.e. fundación Tecnológica Y Formativa En Alimentación,Fundación,Instituto
C.e.n.t.e.c.(centro Enseñanzas Técnicas),null,Instituto
Orbe Zero,null,Instituto
Océano Atlántico,null,Instituto
Gráficas Color Extremadura,null,Instituto
INTER,CENTRE PRIVAT FP I. INTER,Instituto
Escuela De Comercio,null,Instituto
Risk 112 Formació En Emergències,null,Instituto
Gónzalez Matarranz,null,Instituto
Beta Formación,"CENTRE PRIVAT FP ",Instituto
CPRFPE Casa Escuela Santiago Uno,null,Instituto
Cpa-salduie,null,Instituto
Urolalde S.l.,null,Instituto
Mediterráneo Culinary Center,"CENTRE PRIVAT FP ",Instituto
Claudio Galeno,null,Instituto
Escola D'hoteleria De Les Illes Balears,null,Instituto
Bastida,null,Instituto
Barcelona Vitae Vall D'hebron,null,Instituto
Turismo-rioja,null,Instituto
Ceu San Pablo Castellón,"CENTRE PRIVAT FP ",Instituto
Cesur Murcia Audiovisual,null,Instituto
Cervantes,"CENTRE PRIVAT FP ",Instituto
Fuerteventura 2000,null,Instituto
Fundació De Restauració I Hostalatge,null,Instituto
Centro Superior De Estudios Profesionale,null,Instituto
Antoni Gaudí,null,Colegio
Fundació Fiac,null,Instituto
Centro Profesional Europeo De Valencia,CENTRE PRIVAT FP EUROPEO DE VALENCIA,Instituto
Centro Privado System,null,Instituto
Centro Privado De Formación Profesional Sanitario En Ciencias Radiologicas,null,Instituto
Centro Polivalente Social Y Educativo,"CENTRE PRIVAT FP ",Instituto
Centro Europeo De Competencias Y Cualificaciones,null,Instituto
Centro Estudios Rodrigo-giorgeta,CENTRE PRIVAT FP C.ESTUDIOS RODRIGO-GIORGETA,Instituto
Centro Didáctico,null,Instituto
Aurea,null,Instituto
Frandaser,null,Instituto
Centro De Formación Geninfor,null,Instituto
Centro De Estudios Técnicos Superiores De Canarias Sl,null,Instituto
Zagalicos,null,Escuela Infantil
Froxan,null,Instituto
Centro De Estudios Profesionales Molina,null,Instituto
Centro De Estudios Encarna Camacho,null,Instituto
Manuel siurot,null,Colegio
Centro De Estudios Aya 2013,"CENTRE PRIVAT FP ",Instituto
Santa Agatoclia,null,Instituto
Centro Autorizado De Formación Profesional Foremplex,null,Instituto
Santa Madre Sacramento,null,Instituto
Centre de FP Sant Llàtzer,null,Instituto
Centre D'estudis Margaret,null,Instituto
Academia Didáctica,"CENTRE PRIVAT FP ",Instituto
Academia De Peluquería Valencia,"CENTRE PRIVAT FP ",Instituto
Isabel I Fp,null,Instituto
Adsis Getxo,null,Instituto
Afimec Merida,null,Instituto
Premià In,null,Instituto
Martínez,null,Instituto
Martinez Aznar II,null,Instituto
Campus Dental Albacete,null,Instituto
Segle XX,null,Instituto
"Alba Formación, Consultoría Y Proyectos",null,Instituto
Cabezo Fp,null,Instituto
Bys Formación,"CENTRE PRIVAT FP ",Instituto
Atlètic Terrassa Hockey Club,null,Instituto
Astur-leonés Vallina,null,Instituto
Miquel Griñó,null,Instituto
Los Olivos,null,Colegio
Barcelona Vitae Sant Andreu,null,Instituto
Superior De Formación Profesional San Antonio De Cartagena,null,Instituto
Aula14,null,Instituto
Profesión De Panadería Y Pastelería,null,Instituto
Aula Estudio,null,Instituto
"Arte-miss Zaragoza, Centro 2",null,Instituto
Arsenio Jimeno,null,Instituto
Superior De Formación Profesional Sanita Ria Claudio Galeno,null,Instituto
Solc Nou,null,Instituto
Audio Gil 10,"CENTRE PRIVAT FP ",Instituto
Arts I Tècniques De La Moda,null,Instituto
Antoni Algueró,null,Instituto
Arce Formación,"CENTRE PRIVAT FP ",Instituto
Miquel Servet,null,Instituto
Style Zenter Formación De Estética,"CENTRE PRIVAT FP ",Instituto
Ctv,null,Instituto
Aprevar,null,Instituto
Margotu,null,Instituto
Apóstol Santiago,null,Instituto
Stanley,null,Instituto
Marco Aldany Taller De Peluqueros,null,Instituto
Stylfor,null,Instituto
Marcelino Olaechea Alzira,"CENTRE PRIVAT FP ",Instituto
Superior De Formación Profesional Amusal,null,Instituto
Andrés Garde Erikson,null,Instituto
Ana Salmerón Formación,"CENTRE PRIVAT FP ",Instituto
"área 10 Formación Continua, Sl",null,Instituto
Superior De Formación Profesional Hostel Ería Y Turismo Vesta,null,Instituto
Arrima,"CENTRE PRIVAT FP ",Instituto
Amec,null,Instituto
Itet,null,Instituto
Ctl Formación,null,Instituto
Arte-miss Huesca,null,Instituto
Artabros,null,Instituto
Altaviana,"CENTRE PRIVAT FP ",Instituto
"Arte-miss Zaragoza, Centro 1",null,Instituto
Taes,"CENTRE PRIVAT FP ",Instituto
Tame Formación,"CENTRE PRIVAT FP ",Instituto
Taller De Oficios Fersol,"CENTRE PRIVAT FP ",Instituto
algi Formación,null,Instituto
9 D'octubre,"CEIP ",Colegio
Solvam,"CENTRE PRIVAT FP ",Instituto
Alcazarén,null,Instituto
Manon,"CENTRE PRIVAT FP ",Instituto
Teknós,null,Instituto
Alba Eep,null,Instituto
Alaún,null,Instituto
Teknos U Granollers,null,Instituto
Temat Imagen Personal Y Comercio,null,Instituto
Tevián Cep,"CENTRE PRIVAT FP ",Instituto
Afimec Almendralejo,null,Instituto
Af Centre D'estudis,null,Instituto
Thuya,null,Instituto
San Marcos,null,Colegio
Adsis Donostia,null,Instituto
Adsis Bilbao,null,Instituto
Ades Centro Sanitario Integral,null,Instituto
Tierras De La Bañeza,null,Instituto
Acser,null,Instituto
Aceimar,null,Instituto
Academia Trimar,null,Instituto
Academia Telde,null,Instituto
López Vicuña,null,Instituto
Academia Ripollés,"CENTRE PRIVAT FP ",Instituto
Academia Marco,null,Instituto
Academia Latina,"CENTRE PRIVAT FP ",Instituto
Academia España,null,Instituto
Academia De Peluquería Y Estética,null,Instituto
Academia De Peluquería Pelos,"CENTRO PRIVADO FP ",Instituto
Academia De Peluquería Lourdes González,null,Instituto
Academia Cots,"CENTRE PRIVAT FP ",Instituto
Academia Almi,"CENTRE PRIVAT FP  ",Instituto
Academia Almi,null,Instituto
Acadef Fp Alcorcón,null,Instituto
Acadef Fp Alcalá,null,Instituto
Acad. De Peluquería Moncada,"CENTRE PRIVAT FP ",Instituto
Aafe Olimpia,null,Instituto
Aa Eurofitness Edu,null,Instituto
A Cancela,null,Instituto
El Seminari,null,Instituto
Oller 1,"CENTRE PRIVAT FP ",Instituto
Fundació D'hostaleria De Castelldefels,null,Instituto
Fundació Obicex,null,Instituto
Olympia-suso Añon,null,Instituto
Fundación laboral Construcción principado Asturias,CP,Instituto
Fundación Personas,Fundación,Instituto
Tecnico Carlos III,null,Instituto
Treball Del Ripollès,null,Instituto
Toth Educatiu,null,Instituto
Fundación Universitaria Isidoriana De La Real Soci Edad Económica De Amigos Del País,Fundación,Instituto
Acadef Fp Colmenar,null,Instituto
Academia Crespo,null,Instituto
Academia Fleming,null,Instituto
Daniel Matallín,"CENTRE PRIVAT FP ",Instituto
CFPE escadem,CFPE,Instituto
Garbí,null,Instituto
Garbí Terres De L'ebre,null,Instituto
Adsis Gasteiz,null,Instituto
Adsis Leioa,null,Instituto
Afimec Badajoz,null,Instituto
Think,"CENTRE PRIVAT FP ",Instituto
Beana,null,Instituto
Malusan,null,Instituto
Abad Serrador,null,Instituto
Alba Formación,"CENTRE PRIVAT FP ",Instituto
Unitel Sistemas De Comunicaciones De Clm Unitel S.l.,null,Instituto
"Daniel Matallín, Sl","CENTRE PRIVAT FP ",Instituto
Gimsa Estética,"CENTRE PRIVAT FP ",Instituto
Global Formación Profesional,null,Instituto
Bettatur,null,Instituto
Seresco II,null,Instituto
Binter Formación S.l.,null,Instituto
"Dany Ii, C.b.","CENTRE PRIVAT FP ",Instituto
C.a.j.,"CENTRE PRIVAT FP ",Instituto
C.f.p.e. fundación Laboral De La Construcción De Asturias,Fundación,Instituto
Granja-escola Sinaí,null,Instituto
El Repartidor,null,Instituto
Anna Vilamanyà,null,Instituto
Cámara De Comercio,null,Instituto
Santa María,null,Escuela Infantil
Educatec,null,Colegio
Puente I,null,Instituto
"Campus Alsa Edx, Transporte, Logística Y Comunicación",null,Instituto
Superior De Formación Profesional San Antonio,null,Instituto
Carlos's I,null,Instituto
Taulé Viñas,null,Instituto
Nuevas Líneas,"CENTRE PRIVAT FP ",Instituto
Hemeroscopea Jávea,"CENTRE PRIVAT FP ",Instituto
Vía Magna,null,Instituto
Hernan Cortes,null,Instituto
Hernández Vera,null,Instituto
Higident,null,Instituto
Victoria,null,Instituto
Llefià,null,Instituto
Nuestra Señora De La Salceda,null,Instituto
CEFP Núria,null,Instituto
Cefor Izquierdo,null,Instituto
Ceir - Arco Aragó,null,Instituto
Cem Badajoz,null,Instituto
Centre De Formació Creatiu I Tècnic Sabadell,null,Instituto
Centre De Gastronomia I Restauració,null,Instituto
Centre Tècnic Ilerdense,null,Instituto
Centro De Cooperación Transnacional De Formación Y Desarrollo De Las Pymes Hispano-portuguesas,null,Instituto
Rafael Altamira,"CEIP ",Colegio
Ibe,"CENTRE PRIVAT FP ",Instituto
Sant Cugat Esn,null,Instituto
Sant Antoni M. Claret,null,Instituto
Centro De Estudios Tecnologicos Alcobendas,null,Instituto
I. Inter II,"CENTRE PRIVAT FP ",Instituto
Centro De Estudios Tecnico-empresariales,null,Instituto
Centro de Formación Profesional ADEMA,null,Instituto
Centro De Formación Profesional De Tecnologias Exponenciales,null,Instituto
Centro De Formación Profesional Sanitario,null,Instituto
Virgen De Los Llanos,null,Instituto
Pequeñines,null,Escuela Infantil
Centro Enseñanza Cooperativa Salus,CENTRE PRIVAT FP ENSEÑANZA COOPERATIVA SALUS,Instituto
Centro Europeo De Formación Profesional,null,Instituto
Ágora,null,Colegio
Vitae Logroño,null,Instituto
Vitae Girona,null,Instituto
Centro Opción A,null,Instituto
Vitae Campus,null,Instituto
Secrets,null,Instituto
Ceo,null,Instituto
Cep Sur,null,Instituto
Cesur Badajoz,null,Instituto
Cet-penedès,null,Instituto
Cffolgado,"CENTRE PRIVAT FP ",Instituto
Cf Folgado-port,"CENTRE PRIVAT FP ",Instituto
CFPE academia Vetusta Oviedo,CFPE,Instituto
CFPE afa Formación,CFPE,Instituto
"CFPE campus Fp Gijón, Social Media",CFPE,Instituto
CFPE cep Europeo Formación,CFPE,Instituto
Visibel Formación,null,Instituto
CFPE asturias Educación,CFPE,Instituto
La Salle-berrozpe,null,Instituto
Salesianos San José Artesano,"CENTRE PRIVAT ",Instituto
Ikasauto,null,Instituto
Egibide - Jesuitas,null,Instituto
Cintra,null,Instituto
Vedruna Berga Secundària,null,Colegio
La Salle Franciscanas Gran Vía,null,Instituto
La Salle Congrés,null,Instituto
Narcis Monturiol,null,Instituto
La Presentacion-notre Dame,null,Instituto
Garabato,null,Escuela Infantil
Reyes Católicos,null,Instituto
La Ranita,null,Escuela Infantil
Jesuitak Politeknikoa,null,Instituto
La Campiña,null,Instituto
Jules Verne De Tenerife,null,Instituto
La Palmera,null,Escuela Infantil
Nuestra Señora De Azitain,null,Colegio
L'olivera,null,Escuela Infantil
La Ermita,null,Escuela Infantil
La Campiña,null,Escuela Infantil
Escola Pía De Calella,null,Colegio
La Esperanza,null,Escuela Infantil
La Granota,null,Escuela Infantil
Los Rosales,null,Escuela Infantil
Diego Berguices-otxarkoaga,null,Instituto
La Rayuela,null,Escuela Infantil
Ramón Berenguer Iv,null,Instituto
Ramar 2 ESO,null,Instituto
La Ribera,null,Instituto
La Salle,"CENTRE PRIVAT ",Instituto
La Salle Barceloneta,null,Instituto
Elvira Lindo,null,Escuela Infantil
Efa Oretana,null,Instituto
Efa Moratalaz,null,Instituto
Egibide Lh-fp,null,Instituto
La Salle-la Estrella,null,Instituto
Los Colorines,null,Escuela Infantil
Otxarkoaga,null,Instituto
Liceo Jean Monnet,null,Instituto
Tolosako Inmakulada Lanbide Ikastola,null,Instituto
Peñascal,null,Instituto
El Mirador,null,Escuela Infantil
Los Pinos,null,Escuela Infantil
Seminario Menor Agustiniano,Seminario Menor,Instituto
Jaume Viladoms II,null,Instituto
Magale Salestarrak,null,Instituto
Sagrada Família,null,Instituto
Els Arcs,null,Instituto
J.m. Barandiaran Lizeoa,null,Instituto
Mare De Déu De L'olivar II,"CENTRE PRIVAT ",Instituto
María Montessori,null,Escuela Infantil
Nazaret Batxilergoa,null,Instituto
Goierri Eskolako Batxilergoa,null,Instituto
Irungo La Salle,null,Instituto
Mediterrània,null,Instituto
Escola Del Treball,null,Instituto
Escola Pía De Nostra Senyora,null,Instituto
Casa Del Roure,null,Colegio
FP Joan Maragall,null,Instituto
Escuela Familiar Agraria Torre-aledua,"CENTRE PRIVAT ",Instituto
Menesiano,null,Instituto
El Barrufet,null,Escuela Infantil
Nuestra Señora De Loreto,null,Escuela Infantil
Lea-artibai,null,Instituto
Las Viñas,null,Instituto
Sakana Ikastola,null,Instituto
Cingle,null,Instituto
Salesianos Laviaga-castillo,null,Instituto
Escuela Profesional San Francisco,Escuela Profesional,Instituto
Newton College Secundaria,"CENTRE PRIVAT ",Instituto
Andaluna,null,Escuela Infantil
Nazaret Lanbide Heziketa,null,Instituto
"Ikasi- Centro De Educación Secundaria, C.b.",null,Instituto
IES Gonzalo De Berceo,IES,Instituto
La Inmaculada,null,Instituto
Salesianos,null,Instituto
La Malvesia,"CENTRE PRIVAT ",Instituto
Les Heures,null,Colegio
Estudio,null,Instituto
Herrikide Eskolapioak,null,Instituto
San Atón Seminario,Seminario,Instituto
Excavas,null,Instituto
Grupo Hospitalario Quirón,null,Instituto
Lea-artibai Batxilergoa,null,Instituto
Grupo Albor-cohs,null,Instituto
Granés,null,Instituto
Liceu Politècnic,null,Instituto
Oiartzo Batxilergo Ikastola,null,Instituto
Miguel De Unamuno,null,Instituto
Xabier,null,Instituto
Complejo Preuniversitario Mas Camarena,"CENTRE PRIVAT ",Instituto
Centro Sopeña Las Palmas,null,Instituto
Oscus,null,Instituto
Fernando,null,Instituto
Fernando De Los Ríos,null,Instituto
San José Obrero,"CENTRO PRIVADO ",Instituto
Fert,null,Instituto
Esperanza Alhama,null,Instituto
"Florida, Centre D'ensenyament Secundari","CENTRE PRIVAT ",Instituto
Els Belluguets,null,Escuela Infantil
Oteitza Politeknikoa,null,Instituto
Alameda,null,Escuela Infantil
San Viator,null,Instituto
Centro De Formación Mendibil Formazio Zentroa,null,Instituto
Escuela De Cine Y Video-zine Eta Bideo Eskola,null,Instituto
Politécnico,null,Instituto
Ibaiondo,null,Instituto
Ibaizabal Koop. E. Ikastola,null,Instituto
Ortzadar,null,Instituto
Esart Bachillerato Artístico,null,Instituto
Elizaran Ikastetxea,null,Instituto
Nuestra Señora del Puy,null,Instituto
Escuela Familiar Agraria El Campico,"CENTRO PRIVADO ",Instituto
Montserrat,null,Escuela Infantil
Català Comercial,null,Instituto
Efa Molino De Viento,null,Instituto
Quercus,null,Instituto
Hermanas Angélicas,null,Instituto
Santo Domingo Savio,null,Instituto
Diego De Siloé,null,Instituto
Número 1,"IES ",Instituto
San Miguel,null,Escuela Infantil
Santa Cruz,null,Escuela Infantil
Gonzalo Torrente Ballester,null,Instituto
Politeknika Ikastegia Txorierri S. Coop.,null,Instituto
Brains Telde,null,Instituto
Seminario Menor Mercedario,Seminario Menor,Instituto
Global College,null,Instituto
Beurko Check,null,Instituto
"Salestarrak Magale ",null,Colegio
Santísimo Sacramento,null,Colegio
Salesianos Nuestra Señora de la Piedad,"CENTRE PRIVAT ",Instituto
CIFP Bilbao,CIFP,Instituto
San Juan De La Cruz,null,Instituto
San Luis,null,Instituto
Centro Don Bosco,null,Instituto
"Centro De Informática Y Gestión Meatze, S.l",null,Instituto
El Chupete,null,Escuela Infantil
Sant Josep Obrer I,null,Instituto
Centro De Estudios A.e.g.,null,Instituto
Centro De Cualificacion Y Empleo,null,Instituto
Santa María De Artagan,null,Instituto
Mater Dei-puy-anderaz,null,Instituto
Mikeldi,null,Instituto
Milà I Fontanals,null,Instituto
Martí Sorolla II,"CENTRE PRIVAT ",Instituto
Maristak Durango,null,Instituto
Maristak Durango Batxilergoa,null,Instituto
