conteo,month,name,fecha,plantipo,scope,Tipo Plan,trial,type,coleid,alias,movimiento
3,202406,Kindergym Pedregal,2024-06-28 19:05:00.0,anual,Privado,Pago,Cliente,Preescolar,200064847,Plan Estándar,Altas
1,202407,Polanco,2024-07-12 00:34:00.0,anual,Privado,Pago,Cliente,Preescolar,200064849,Plan Estándar,Altas
1,202407,La Salle de Seglares,2024-07-08 22:28:00.0,anual,Privado,Pago,Trial,Colegio,200065177,Plan Estándar,Altas
-1,202311,Peterson Cuajimalpa,2023-11-25 00:20:05.0,anual,Privado,Pago,Cliente,Colegio,200069211,Plan Estándar,Bajas
2,202311,Peterson Cuajimalpa,2023-11-22 17:26:00.0,anual,Privado,Pago,Cliente,Colegio,200069211,Plan Estándar,Altas
1,202312,Agustín García Conde,2023-12-21 18:44:00.0,anual,Privado,Pago,Cliente,Colegio,200069672,Plan Estándar,Altas
-2,202402,Lúminos,2024-02-27 20:28:00.0,anual,Privado,Pago,Cliente,Colegio,200071196,Plan Estándar,Bajas
3,202402,Lúminos,2024-02-27 20:28:00.0,anual,Privado,Pago,Cliente,Colegio,200071196,Plan Estándar,Altas
1,202405,León Felipe · Montessori,2024-05-28 17:26:00.0,anual,Privado,Pago,Cliente,Colegio,200071425,Plan Estándar,Altas
-1,202403,San Sebastián,2024-03-04 19:12:00.0,anual,Privado,Pago,Cliente,Colegio,200071532,Plan Estándar,Bajas
2,202403,San Sebastián,2024-03-06 17:51:00.0,anual,Privado,Pago,Cliente,Colegio,200071532,Plan Estándar,Altas
1,202403,Universidad San Sebastian,2024-03-07 19:16:00.0,anual,Privado,Pago,Trial,Instituto,200074184,Plan Estándar,Altas
1,202407,Kindergym Lindavista,2024-07-03 21:06:00.0,anual,Privado,Pago,Cliente,Preescolar,200151678,Plan Estándar,Altas
1,202311,"Olinca plantel San Ángel ",2023-11-08 19:43:00.0,anual,Privado,Pago,Trial,Colegio,210034520,Plan Estándar,Altas
1,202311,Peterson School Paseo,2023-11-22 23:03:00.0,anual,Privado,Pago,Trial,Preescolar,210034523,Plan Estándar,Altas
1,202402,Lúminos,2024-02-20 23:43:00.0,anual,Privado,Pago,Cliente,Colegio,210034525,Plan Estándar,Altas
1,202403,Westlake School,2024-03-22 17:24:00.0,anual,Privado,Pago,Cliente,Preescolar,210034529,Plan Estándar,Altas
1,202406,Kindergym Del Valle,2024-06-27 21:39:00.0,anual,Privado,Pago,Cliente,Preescolar,210034532,Plan Estándar,Altas
1,202406,Kindergym,2024-06-27 05:29:00.0,anual,Privado,Pago,Cliente,Preescolar,210034534,Plan Estándar,Altas
1,202406,Zinacantepec (Toluca de Lerdo),2024-06-29 02:32:00.0,anual,Privado,Pago,Cliente,Colegio,210034533,Plan Estándar,Altas
1,202402,Patria Y Libertad,2024-02-26 16:47:40.0,anual,Privado,Gratuito,Trial,Colegio,200068969,Plan Gratuito,Altas
-1,202405,Reims,2024-05-06 19:55:43.0,anual,Privado,Gratuito,Cliente,Colegio,200044443,Plan Gratuito,Bajas
1,202310,Centro De Estudios Milenio Acapulco,2023-10-09 16:45:58.0,anual,Privado,Gratuito,Trial,Instituto,200033035,Plan Gratuito,Altas
1,202406," Bosques Del Alba ",2024-06-05 17:57:31.0,anual,Privado,Gratuito,Trial,Colegio,200010522,Plan Gratuito,Altas
-1,202406,Kindergym Metepec,2024-06-25 21:12:34.0,anual,Privado,Gratuito,Cliente,Preescolar,200004541,Plan Gratuito,Bajas
1,202404,Cultural Guadalupano,2024-04-16 16:44:15.0,anual,Privado,Gratuito,Trial,Colegio,200002707,Plan Gratuito,Altas
-1,202407,Carba,2024-07-17 22:01:02.0,anual,Privado,Gratuito,Trial,Colegio,200001846,Plan Gratuito,Bajas
1,202311,Cedros Norte,2023-11-16 19:10:51.0,anual,Privado,Gratuito,Trial,Colegio,200000861,Plan Gratuito,Altas
